date,region,country,product,sales_rep,channel,segment,units_sold,unit_price_usd,discount_rate,revenue_usd,fleet_uptime,battery_health,co2_saved_tons
2025-01-21,North Africa,Morocco,Battery Pack Gen2,Fatou Ndiaye,Direct,Private Fleet,1,45000,0.052,42660.0,0.925,0.93,3.11
2025-01-21,North Africa,Egypt,E-Bus 35,Yao Kouamé,Partner,Private Fleet,2,210000,0.07,390600.0,0.957,0.94,5.29
2025-01-21,West Africa,Ghana,Battery Pack Gen2,Awa Diallo,Direct,Shuttle Services,1,45000,0.083,41265.0,0.906,0.923,2.91
2025-01-21,North Africa,Morocco,Battery Pack Gen2,Awa Diallo,Direct,Shuttle Services,5,45000,0.076,207900.0,0.95,0.985,16.1
2025-01-21,West Africa,Côte d'Ivoire,E-Bus 35,Yao Kouamé,Partner,Public Transport,2,210000,0.076,388080.0,0.937,0.927,5.55
2025-01-21,East Africa,Uganda,Onboard Charger 30kW,Peter Otieno,Tender,Public Transport,2,12000,0.036,23136.0,0.986,0.917,7.14
2025-01-21,Southern Africa,Zimbabwe,Battery Pack Gen2,Peter Otieno,Partner,Public Transport,2,45000,0.085,82350.0,0.943,0.957,6.59
2025-01-22,East Africa,Tanzania,Depot Charger 60kW,Lerato Moyo,Partner,Shuttle Services,1,25000,0.052,23700.0,0.995,0.987,2.12
2025-01-22,East Africa,Uganda,E-Bus 25,Awa Diallo,Partner,Public Transport,1,155000,0.058,146010.0,0.918,0.951,3.42
2025-01-22,West Africa,Ghana,E-Bus 35,John Mwangi,Direct,Public Transport,1,210000,0.107,187530.0,0.95,0.88,2.58
2025-01-23,North Africa,Tunisia,Onboard Charger 30kW,Peter Otieno,Tender,Private Fleet,1,12000,0.044,11472.0,0.976,0.901,3.9
2025-01-23,East Africa,Uganda,Battery Pack Gen2,Lerato Moyo,Direct,Shuttle Services,1,45000,0.079,41445.0,0.995,0.969,2.6
2025-01-23,East Africa,Uganda,Onboard Charger 30kW,Lerato Moyo,Partner,Shuttle Services,1,12000,0.075,11100.0,0.881,0.901,1.96
2025-01-23,North Africa,Tunisia,Battery Pack Gen2,Awa Diallo,Partner,Private Fleet,1,45000,0.084,41220.0,0.932,0.961,3.48
2025-01-23,North Africa,Tunisia,E-Bus 25,Awa Diallo,Direct,Private Fleet,1,155000,0.072,143840.0,0.951,0.966,2.81
2025-01-23,West Africa,Côte d'Ivoire,E-Bus 35,Fatou Ndiaye,Tender,Private Fleet,3,210000,0.062,590940.0,0.949,0.96,8.42
2025-01-23,West Africa,Côte d'Ivoire,Battery Pack Gen2,John Mwangi,Partner,Private Fleet,1,45000,0.074,41670.0,0.956,0.878,2.88
2025-01-23,East Africa,Uganda,E-Bus 35,Awa Diallo,Tender,Shuttle Services,1,210000,0.076,194040.0,0.962,0.932,1.53
2025-01-23,North Africa,Morocco,E-Bus 25,Peter Otieno,Tender,Public Transport,2,155000,0.09,282100.0,0.919,0.916,6.95
2025-01-24,West Africa,Senegal,E-Bus 25,Lerato Moyo,Direct,Private Fleet,2,155000,0.01,306900.0,0.956,0.982,6.67
2025-01-25,East Africa,Uganda,Onboard Charger 30kW,Peter Otieno,Direct,Private Fleet,1,12000,0.091,10908.0,0.876,0.916,2.64
2025-01-25,Southern Africa,Zimbabwe,Depot Charger 60kW,Awa Diallo,Direct,Private Fleet,1,25000,0.011,24725.0,0.978,0.889,1.86
2025-01-25,West Africa,Côte d'Ivoire,E-Bus 35,Yao Kouamé,Tender,Shuttle Services,5,210000,0.0,1050000.0,0.933,0.911,13.79
2025-01-25,East Africa,Tanzania,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.076,194040.0,0.963,0.944,2.96
2025-01-25,West Africa,Côte d'Ivoire,Battery Pack Gen2,Fatou Ndiaye,Direct,Private Fleet,1,45000,0.042,43110.0,0.925,0.929,3.51
2025-01-25,East Africa,Uganda,E-Bus 45,Yao Kouamé,Direct,Private Fleet,1,280000,0.028,272160.0,0.935,0.9,3.59
2025-01-26,Southern Africa,Zimbabwe,Onboard Charger 30kW,Yao Kouamé,Partner,Shuttle Services,1,12000,0.047,11436.0,0.965,0.953,2.33
2025-01-26,East Africa,Uganda,E-Bus 25,Awa Diallo,Partner,Shuttle Services,3,155000,0.077,429195.0,0.926,0.96,6.16
2025-01-26,Southern Africa,Zimbabwe,Battery Pack Gen2,Peter Otieno,Direct,Private Fleet,1,45000,0.04,43200.0,0.923,0.83,2.57
2025-01-26,North Africa,Morocco,Depot Charger 60kW,Peter Otieno,Tender,Private Fleet,1,25000,0.096,22600.0,0.938,0.934,2.1
2025-01-27,North Africa,Tunisia,E-Bus 45,Fatou Ndiaye,Partner,Private Fleet,1,280000,0.018,274960.0,0.901,0.962,1.82
2025-01-27,East Africa,Kenya,Battery Pack Gen2,John Mwangi,Partner,Public Transport,1,45000,0.043,43065.0,0.912,0.967,3.4
2025-01-27,West Africa,Senegal,E-Bus 35,John Mwangi,Direct,Private Fleet,1,210000,0.046,200340.0,0.882,0.87,3.41
2025-01-27,North Africa,Morocco,Battery Pack Gen2,Peter Otieno,Direct,Public Transport,1,45000,0.048,42840.0,0.938,0.9,1.78
2025-01-28,East Africa,Kenya,E-Bus 25,Awa Diallo,Partner,Shuttle Services,2,155000,0.034,299460.0,0.917,0.99,7.18
2025-01-28,West Africa,Ghana,Battery Pack Gen2,Yao Kouamé,Direct,Public Transport,1,45000,0.031,43605.0,0.889,0.866,3.91
2025-01-28,Southern Africa,Zambia,Battery Pack Gen2,John Mwangi,Tender,Public Transport,1,45000,0.051,42705.0,0.964,0.852,3.2
2025-01-28,East Africa,Uganda,E-Bus 45,Awa Diallo,Direct,Shuttle Services,1,280000,0.01,277200.0,0.973,0.943,2.94
2025-01-29,North Africa,Egypt,Onboard Charger 30kW,Yao Kouamé,Partner,Private Fleet,1,12000,0.019,11772.0,0.921,0.964,3.7
2025-01-29,West Africa,Senegal,Battery Pack Gen2,Yao Kouamé,Direct,Private Fleet,1,45000,0.043,43065.0,0.995,0.94,3.21
2025-01-29,North Africa,Tunisia,Battery Pack Gen2,John Mwangi,Direct,Shuttle Services,1,45000,0.078,41490.0,0.863,0.909,1.93
2025-01-29,East Africa,Tanzania,Battery Pack Gen2,John Mwangi,Direct,Shuttle Services,1,45000,0.034,43470.0,0.954,0.9,3.68
2025-01-30,East Africa,Uganda,E-Bus 25,Lerato Moyo,Tender,Public Transport,1,155000,0.093,140585.0,0.972,0.946,3.89
2025-01-31,North Africa,Tunisia,E-Bus 25,Lerato Moyo,Partner,Shuttle Services,1,155000,0.12,136400.0,0.979,0.921,2.86
2025-01-31,East Africa,Uganda,E-Bus 35,Fatou Ndiaye,Tender,Private Fleet,2,210000,0.076,388080.0,0.995,0.944,7.94
2025-01-31,East Africa,Kenya,Battery Pack Gen2,John Mwangi,Partner,Public Transport,5,45000,0.013,222075.0,0.896,0.86,16.23
2025-01-31,East Africa,Tanzania,E-Bus 25,Fatou Ndiaye,Tender,Shuttle Services,1,155000,0.072,143840.0,0.954,0.883,2.85
2025-01-31,West Africa,Senegal,E-Bus 25,Lerato Moyo,Tender,Public Transport,2,155000,0.088,282720.0,0.952,0.881,5.17
2025-02-01,West Africa,Senegal,Battery Pack Gen2,Fatou Ndiaye,Direct,Private Fleet,1,45000,0.045,42975.0,0.985,0.949,1.56
2025-02-01,Southern Africa,South Africa,Battery Pack Gen2,Lerato Moyo,Partner,Public Transport,3,45000,0.139,116235.0,0.953,0.915,6.18
2025-02-01,East Africa,Tanzania,Battery Pack Gen2,Peter Otieno,Tender,Private Fleet,1,45000,0.105,40275.0,0.94,0.905,3.65
2025-02-01,West Africa,Ghana,Battery Pack Gen2,Awa Diallo,Direct,Public Transport,1,45000,0.129,39195.0,0.99,0.902,3.29
2025-02-02,East Africa,Uganda,E-Bus 45,John Mwangi,Partner,Shuttle Services,2,280000,0.0,560000.0,0.943,0.89,4.45
2025-02-02,East Africa,Kenya,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.042,201180.0,0.956,0.889,2.75
2025-02-02,East Africa,Kenya,E-Bus 35,Peter Otieno,Direct,Private Fleet,1,210000,0.071,195090.0,0.93,0.945,3.83
2025-02-03,Southern Africa,Zambia,Onboard Charger 30kW,John Mwangi,Direct,Public Transport,1,12000,0.063,11244.0,0.896,0.944,2.41
2025-02-03,East Africa,Uganda,Depot Charger 60kW,Fatou Ndiaye,Partner,Private Fleet,1,25000,0.069,23275.0,0.94,0.959,3.11
2025-02-03,East Africa,Tanzania,E-Bus 45,Peter Otieno,Tender,Public Transport,1,280000,0.061,262920.0,0.918,0.886,1.81
2025-02-03,North Africa,Tunisia,E-Bus 35,Yao Kouamé,Direct,Public Transport,2,210000,0.102,377160.0,0.956,0.901,5.07
2025-02-03,West Africa,Côte d'Ivoire,Onboard Charger 30kW,Awa Diallo,Tender,Public Transport,1,12000,0.0,12000.0,0.909,0.914,1.69
2025-02-04,North Africa,Egypt,E-Bus 45,Yao Kouamé,Direct,Public Transport,1,280000,0.079,257880.0,0.96,0.884,3.52
2025-02-04,North Africa,Morocco,Depot Charger 60kW,Lerato Moyo,Partner,Public Transport,3,25000,0.063,70275.0,0.934,0.964,6.35
2025-02-04,East Africa,Kenya,Depot Charger 60kW,Peter Otieno,Partner,Shuttle Services,3,25000,0.03,72750.0,0.97,0.99,6.49
2025-02-04,West Africa,Côte d'Ivoire,E-Bus 45,Lerato Moyo,Direct,Private Fleet,1,280000,0.043,267960.0,0.963,0.928,3.78
2025-02-04,North Africa,Morocco,Onboard Charger 30kW,Peter Otieno,Direct,Public Transport,3,12000,0.068,33552.0,0.995,0.928,7.64
2025-02-04,North Africa,Egypt,E-Bus 25,Yao Kouamé,Direct,Private Fleet,1,155000,0.003,154535.0,0.985,0.983,3.69
2025-02-05,East Africa,Kenya,E-Bus 45,Yao Kouamé,Direct,Shuttle Services,2,280000,0.051,531440.0,0.914,0.971,7.44
2025-02-05,West Africa,Senegal,Battery Pack Gen2,Yao Kouamé,Partner,Private Fleet,1,45000,0.09,40950.0,0.921,0.977,3.42
2025-02-05,Southern Africa,South Africa,Depot Charger 60kW,Fatou Ndiaye,Partner,Public Transport,1,25000,0.043,23925.0,0.962,0.97,1.94
2025-02-06,North Africa,Egypt,Onboard Charger 30kW,Yao Kouamé,Tender,Public Transport,1,12000,0.001,11988.0,0.95,0.931,3.42
2025-02-06,Southern Africa,Zimbabwe,Battery Pack Gen2,Lerato Moyo,Direct,Shuttle Services,2,45000,0.053,85230.0,0.995,0.924,3.96
2025-02-07,West Africa,Côte d'Ivoire,E-Bus 25,Awa Diallo,Direct,Private Fleet,1,155000,0.093,140585.0,0.901,0.928,3.52
2025-02-07,North Africa,Morocco,E-Bus 45,Awa Diallo,Tender,Shuttle Services,1,280000,0.072,259840.0,0.958,0.882,1.66
2025-02-07,West Africa,Senegal,Depot Charger 60kW,Fatou Ndiaye,Direct,Shuttle Services,2,25000,0.1,45000.0,0.934,0.936,4.18
2025-02-08,Southern Africa,Zimbabwe,E-Bus 25,Yao Kouamé,Direct,Shuttle Services,2,155000,0.024,302560.0,0.936,0.99,4.83
2025-02-09,North Africa,Egypt,Battery Pack Gen2,Lerato Moyo,Direct,Public Transport,3,45000,0.082,123930.0,0.946,0.951,6.09
2025-02-09,North Africa,Egypt,E-Bus 45,John Mwangi,Direct,Private Fleet,1,280000,0.049,266280.0,0.987,0.853,2.73
2025-02-10,Southern Africa,Zimbabwe,E-Bus 25,Awa Diallo,Direct,Shuttle Services,1,155000,0.018,152210.0,0.942,0.99,2.61
2025-02-10,West Africa,Côte d'Ivoire,E-Bus 45,Peter Otieno,Direct,Public Transport,2,280000,0.016,551040.0,0.961,0.932,3.29
2025-02-10,West Africa,Senegal,Depot Charger 60kW,Lerato Moyo,Direct,Public Transport,1,25000,0.069,23275.0,0.903,0.96,2.75
2025-02-11,West Africa,Ghana,Onboard Charger 30kW,Yao Kouamé,Tender,Private Fleet,1,12000,0.076,11088.0,0.97,0.952,3.85
2025-02-11,Southern Africa,South Africa,Onboard Charger 30kW,John Mwangi,Tender,Public Transport,1,12000,0.016,11808.0,0.964,0.861,2.33
2025-02-11,Southern Africa,Zambia,Depot Charger 60kW,Yao Kouamé,Direct,Public Transport,1,25000,0.068,23300.0,0.92,0.975,3.67
2025-02-11,East Africa,Tanzania,E-Bus 35,Peter Otieno,Direct,Shuttle Services,2,210000,0.077,387660.0,0.917,0.99,3.83
2025-02-11,North Africa,Tunisia,Depot Charger 60kW,John Mwangi,Direct,Private Fleet,1,25000,0.108,22300.0,0.895,0.922,2.88
2025-02-11,Southern Africa,South Africa,E-Bus 25,Lerato Moyo,Direct,Shuttle Services,2,155000,0.055,292950.0,0.969,0.967,3.45
2025-02-14,East Africa,Kenya,Battery Pack Gen2,Fatou Ndiaye,Direct,Public Transport,3,45000,0.001,134865.0,0.974,0.925,4.94
2025-02-14,East Africa,Tanzania,Depot Charger 60kW,John Mwangi,Direct,Public Transport,1,25000,0.038,24050.0,0.912,0.938,3.79
2025-02-15,East Africa,Tanzania,E-Bus 45,Yao Kouamé,Tender,Public Transport,2,280000,0.015,551600.0,0.948,0.94,5.11
2025-02-15,East Africa,Kenya,E-Bus 35,Awa Diallo,Direct,Public Transport,1,210000,0.0,210000.0,0.964,0.936,3.18
2025-02-15,Southern Africa,Zimbabwe,Battery Pack Gen2,John Mwangi,Partner,Private Fleet,2,45000,0.053,85230.0,0.906,0.99,6.18
2025-02-16,Southern Africa,Zambia,E-Bus 25,Fatou Ndiaye,Tender,Shuttle Services,1,155000,0.067,144615.0,0.978,0.904,1.94
2025-02-16,East Africa,Tanzania,Depot Charger 60kW,Yao Kouamé,Tender,Public Transport,1,25000,0.02,24500.0,0.966,0.963,3.73
2025-02-16,Southern Africa,South Africa,Battery Pack Gen2,Awa Diallo,Partner,Public Transport,2,45000,0.036,86760.0,0.958,0.903,7.82
2025-02-17,North Africa,Morocco,E-Bus 35,John Mwangi,Tender,Public Transport,5,210000,0.055,992250.0,0.914,0.94,7.66
2025-02-17,East Africa,Kenya,Onboard Charger 30kW,Awa Diallo,Direct,Private Fleet,1,12000,0.071,11148.0,0.964,0.932,3.11
2025-02-17,East Africa,Kenya,E-Bus 35,John Mwangi,Partner,Public Transport,3,210000,0.005,626850.0,0.88,0.904,10.24
2025-02-17,North Africa,Morocco,E-Bus 45,Yao Kouamé,Direct,Private Fleet,1,280000,0.074,259280.0,0.956,0.969,2.07
2025-02-17,West Africa,Ghana,E-Bus 25,Lerato Moyo,Partner,Public Transport,1,155000,0.0,155000.0,0.941,0.936,2.04
2025-02-17,Southern Africa,Zambia,Depot Charger 60kW,Peter Otieno,Direct,Private Fleet,1,25000,0.077,23075.0,0.912,0.946,1.87
2025-02-18,West Africa,Ghana,E-Bus 35,Fatou Ndiaye,Tender,Public Transport,1,210000,0.03,203700.0,0.904,0.948,2.13
2025-02-18,North Africa,Morocco,Depot Charger 60kW,Awa Diallo,Tender,Public Transport,2,25000,0.046,47700.0,0.964,0.967,5.65
2025-02-18,West Africa,Ghana,Depot Charger 60kW,Awa Diallo,Direct,Private Fleet,1,25000,0.034,24150.0,0.929,0.86,3.64
2025-02-18,Southern Africa,Zambia,E-Bus 35,Awa Diallo,Direct,Private Fleet,1,210000,0.041,201390.0,0.917,0.916,1.83
2025-02-18,North Africa,Egypt,Onboard Charger 30kW,Awa Diallo,Direct,Private Fleet,3,12000,0.035,34740.0,0.995,0.967,5.02
2025-02-18,North Africa,Egypt,E-Bus 35,Awa Diallo,Direct,Shuttle Services,1,210000,0.041,201390.0,0.97,0.947,3.89
2025-02-19,West Africa,Côte d'Ivoire,Battery Pack Gen2,Fatou Ndiaye,Direct,Public Transport,1,45000,0.0,45000.0,0.898,0.92,2.69
2025-02-19,East Africa,Kenya,E-Bus 35,Yao Kouamé,Partner,Public Transport,2,210000,0.007,417060.0,0.913,0.938,7.49
2025-02-19,West Africa,Senegal,Onboard Charger 30kW,Yao Kouamé,Direct,Private Fleet,1,12000,0.082,11016.0,0.94,0.889,1.71
2025-02-19,North Africa,Egypt,Depot Charger 60kW,Fatou Ndiaye,Partner,Private Fleet,1,25000,0.026,24350.0,0.933,0.899,2.85
2025-02-19,North Africa,Tunisia,Depot Charger 60kW,Yao Kouamé,Direct,Private Fleet,1,25000,0.02,24500.0,0.977,0.903,2.52
2025-02-19,Southern Africa,South Africa,E-Bus 25,Awa Diallo,Direct,Public Transport,1,155000,0.041,148645.0,0.965,0.871,2.9
2025-02-20,North Africa,Tunisia,Onboard Charger 30kW,Peter Otieno,Direct,Public Transport,1,12000,0.07,11160.0,0.944,0.968,1.83
2025-02-20,North Africa,Egypt,Onboard Charger 30kW,Fatou Ndiaye,Tender,Shuttle Services,3,12000,0.043,34452.0,0.984,0.896,5.64
2025-02-20,East Africa,Uganda,Depot Charger 60kW,Lerato Moyo,Direct,Private Fleet,1,25000,0.032,24200.0,0.995,0.914,2.43
2025-02-20,East Africa,Kenya,Onboard Charger 30kW,John Mwangi,Direct,Public Transport,1,12000,0.094,10872.0,0.928,0.846,3.35
2025-02-21,East Africa,Tanzania,Depot Charger 60kW,John Mwangi,Partner,Public Transport,1,25000,0.042,23950.0,0.972,0.915,2.93
2025-02-21,East Africa,Uganda,E-Bus 35,John Mwangi,Tender,Public Transport,1,210000,0.05,199500.0,0.921,0.934,2.5
2025-02-21,West Africa,Senegal,Battery Pack Gen2,Peter Otieno,Partner,Private Fleet,1,45000,0.044,43020.0,0.941,0.917,1.66
2025-02-21,West Africa,Senegal,E-Bus 25,Awa Diallo,Direct,Public Transport,1,155000,0.064,145080.0,0.96,0.897,3.92
2025-02-22,East Africa,Uganda,Depot Charger 60kW,Yao Kouamé,Partner,Private Fleet,1,25000,0.017,24575.0,0.873,0.99,2.66
2025-02-22,West Africa,Ghana,Depot Charger 60kW,Peter Otieno,Tender,Shuttle Services,1,25000,0.0,25000.0,0.928,0.958,3.71
2025-02-22,North Africa,Morocco,E-Bus 45,Awa Diallo,Direct,Private Fleet,1,280000,0.058,263760.0,0.928,0.944,3.08
2025-02-22,Southern Africa,Zambia,E-Bus 45,Peter Otieno,Direct,Shuttle Services,1,280000,0.065,261800.0,0.954,0.905,1.57
2025-02-22,East Africa,Kenya,Onboard Charger 30kW,Fatou Ndiaye,Partner,Public Transport,1,12000,0.04,11520.0,0.896,0.883,1.77
2025-02-23,West Africa,Ghana,E-Bus 25,Fatou Ndiaye,Direct,Public Transport,1,155000,0.0,155000.0,0.955,0.947,1.51
2025-02-23,North Africa,Tunisia,Depot Charger 60kW,Fatou Ndiaye,Partner,Private Fleet,2,25000,0.038,48100.0,0.949,0.912,3.89
2025-02-23,Southern Africa,Zambia,Depot Charger 60kW,Lerato Moyo,Direct,Private Fleet,1,25000,0.054,23650.0,0.909,0.92,3.24
2025-02-23,North Africa,Morocco,Battery Pack Gen2,Lerato Moyo,Tender,Public Transport,3,45000,0.041,129465.0,0.937,0.881,11.53
2025-02-23,North Africa,Morocco,E-Bus 25,Peter Otieno,Tender,Public Transport,2,155000,0.09,282100.0,0.917,0.892,6.84
2025-02-24,Southern Africa,South Africa,Depot Charger 60kW,Lerato Moyo,Direct,Private Fleet,2,25000,0.045,47750.0,0.934,0.947,5.53
2025-02-24,Southern Africa,South Africa,E-Bus 35,John Mwangi,Partner,Shuttle Services,1,210000,0.055,198450.0,0.901,0.961,3.03
2025-02-25,East Africa,Kenya,E-Bus 45,Fatou Ndiaye,Direct,Public Transport,3,280000,0.085,768600.0,0.954,0.959,6.5
2025-02-25,Southern Africa,Zambia,E-Bus 25,Lerato Moyo,Direct,Shuttle Services,1,155000,0.069,144305.0,0.949,0.99,3.36
2025-02-25,North Africa,Egypt,E-Bus 45,John Mwangi,Direct,Shuttle Services,3,280000,0.03,814800.0,0.96,0.929,9.32
2025-02-26,North Africa,Egypt,E-Bus 35,Awa Diallo,Direct,Private Fleet,1,210000,0.031,203490.0,0.974,0.942,2.87
2025-02-26,East Africa,Tanzania,Onboard Charger 30kW,Yao Kouamé,Direct,Public Transport,2,12000,0.04,23040.0,0.886,0.918,5.84
2025-02-27,Southern Africa,South Africa,E-Bus 35,Peter Otieno,Partner,Public Transport,1,210000,0.059,197610.0,0.955,0.887,3.78
2025-02-27,West Africa,Ghana,E-Bus 35,Awa Diallo,Tender,Private Fleet,1,210000,0.095,190050.0,0.933,0.904,2.24
2025-02-27,North Africa,Morocco,E-Bus 35,Yao Kouamé,Direct,Shuttle Services,1,210000,0.074,194460.0,0.907,0.931,2.37
2025-02-28,East Africa,Uganda,Depot Charger 60kW,Yao Kouamé,Direct,Private Fleet,1,25000,0.075,23125.0,0.924,0.937,2.61
2025-02-28,West Africa,Senegal,Depot Charger 60kW,Awa Diallo,Tender,Public Transport,1,25000,0.046,23850.0,0.975,0.92,1.71
2025-02-28,West Africa,Côte d'Ivoire,Onboard Charger 30kW,Awa Diallo,Partner,Public Transport,2,12000,0.037,23112.0,0.901,0.873,3.18
2025-03-01,East Africa,Kenya,E-Bus 35,Awa Diallo,Partner,Public Transport,1,210000,0.022,205380.0,0.901,0.813,1.83
2025-03-01,East Africa,Kenya,E-Bus 35,Fatou Ndiaye,Partner,Shuttle Services,1,210000,0.044,200760.0,0.919,0.859,3.2
2025-03-01,West Africa,Senegal,E-Bus 25,John Mwangi,Direct,Public Transport,1,155000,0.04,148800.0,0.932,0.894,3.83
2025-03-01,North Africa,Morocco,Onboard Charger 30kW,Awa Diallo,Partner,Public Transport,1,12000,0.027,11676.0,0.912,0.915,3.05
2025-03-01,West Africa,Senegal,Battery Pack Gen2,Peter Otieno,Direct,Private Fleet,1,45000,0.049,42795.0,0.938,0.874,1.84
2025-03-02,Southern Africa,Zambia,E-Bus 35,John Mwangi,Partner,Public Transport,1,210000,0.049,199710.0,0.987,0.918,3.87
2025-03-02,Southern Africa,South Africa,E-Bus 35,Peter Otieno,Direct,Shuttle Services,2,210000,0.138,362040.0,0.904,0.923,6.96
2025-03-02,West Africa,Côte d'Ivoire,E-Bus 35,Yao Kouamé,Direct,Private Fleet,1,210000,0.029,203910.0,0.966,0.855,2.09
2025-03-02,North Africa,Egypt,Battery Pack Gen2,Yao Kouamé,Direct,Shuttle Services,1,45000,0.036,43380.0,0.934,0.962,2.38
2025-03-02,Southern Africa,South Africa,Battery Pack Gen2,Yao Kouamé,Partner,Public Transport,5,45000,0.06,211500.0,0.974,0.886,14.15
2025-03-02,Southern Africa,South Africa,E-Bus 45,John Mwangi,Tender,Shuttle Services,1,280000,0.081,257320.0,0.995,0.932,3.91
2025-03-02,Southern Africa,Zimbabwe,E-Bus 35,John Mwangi,Direct,Shuttle Services,1,210000,0.064,196560.0,0.919,0.918,2.81
2025-03-03,West Africa,Senegal,E-Bus 45,Yao Kouamé,Direct,Public Transport,1,280000,0.062,262640.0,0.973,0.911,2.93
2025-03-05,North Africa,Egypt,Battery Pack Gen2,Peter Otieno,Partner,Private Fleet,1,45000,0.023,43965.0,0.95,0.971,2.48
2025-03-05,West Africa,Ghana,Battery Pack Gen2,Peter Otieno,Tender,Public Transport,1,45000,0.095,40725.0,0.951,0.926,3.06
2025-03-05,East Africa,Kenya,Onboard Charger 30kW,Yao Kouamé,Direct,Shuttle Services,1,12000,0.098,10824.0,0.938,0.912,1.82
2025-03-05,West Africa,Côte d'Ivoire,E-Bus 35,Yao Kouamé,Partner,Private Fleet,3,210000,0.07,585900.0,0.897,0.877,5.14
2025-03-06,North Africa,Egypt,E-Bus 25,Yao Kouamé,Tender,Private Fleet,2,155000,0.03,300700.0,0.971,0.928,6.23
2025-03-06,North Africa,Egypt,Onboard Charger 30kW,Lerato Moyo,Partner,Public Transport,2,12000,0.05,22800.0,0.952,0.896,7.26
2025-03-06,North Africa,Morocco,E-Bus 25,Awa Diallo,Direct,Private Fleet,1,155000,0.0,155000.0,0.953,0.941,3.31
2025-03-06,Southern Africa,Zambia,E-Bus 35,Peter Otieno,Partner,Private Fleet,1,210000,0.07,195300.0,0.934,0.887,3.91
2025-03-06,East Africa,Kenya,E-Bus 25,Fatou Ndiaye,Direct,Private Fleet,1,155000,0.017,152365.0,0.932,0.955,3.77
2025-03-06,West Africa,Ghana,Onboard Charger 30kW,Fatou Ndiaye,Direct,Shuttle Services,1,12000,0.06,11280.0,0.919,0.887,2.56
2025-03-06,Southern Africa,South Africa,E-Bus 45,Yao Kouamé,Tender,Shuttle Services,1,280000,0.036,269920.0,0.945,0.91,3.24
2025-03-07,Southern Africa,Zimbabwe,E-Bus 35,Lerato Moyo,Direct,Private Fleet,1,210000,0.009,208110.0,0.975,0.939,2.07
2025-03-07,West Africa,Côte d'Ivoire,Onboard Charger 30kW,Yao Kouamé,Direct,Public Transport,1,12000,0.083,11004.0,0.949,0.969,3.27
2025-03-07,North Africa,Egypt,E-Bus 35,Peter Otieno,Tender,Shuttle Services,1,210000,0.029,203910.0,0.927,0.874,3.77
2025-03-07,Southern Africa,South Africa,Depot Charger 60kW,Fatou Ndiaye,Direct,Public Transport,5,25000,0.084,114500.0,0.96,0.932,17.19
2025-03-07,East Africa,Uganda,Depot Charger 60kW,Fatou Ndiaye,Partner,Shuttle Services,1,25000,0.055,23625.0,0.909,0.936,2.16
2025-03-07,Southern Africa,Zambia,E-Bus 35,Yao Kouamé,Partner,Public Transport,2,210000,0.015,413700.0,0.911,0.93,5.52
2025-03-08,West Africa,Côte d'Ivoire,E-Bus 35,John Mwangi,Direct,Shuttle Services,1,210000,0.079,193410.0,0.91,0.882,3.83
2025-03-08,West Africa,Senegal,Battery Pack Gen2,John Mwangi,Partner,Public Transport,1,45000,0.054,42570.0,0.872,0.984,2.48
2025-03-08,East Africa,Uganda,Onboard Charger 30kW,John Mwangi,Direct,Public Transport,1,12000,0.036,11568.0,0.991,0.871,3.46
2025-03-08,West Africa,Senegal,E-Bus 25,Yao Kouamé,Direct,Public Transport,1,155000,0.062,145390.0,0.946,0.946,3.47
2025-03-08,West Africa,Côte d'Ivoire,E-Bus 35,Fatou Ndiaye,Tender,Private Fleet,1,210000,0.058,197820.0,0.955,0.95,3.08
2025-03-08,West Africa,Senegal,Battery Pack Gen2,Fatou Ndiaye,Direct,Public Transport,1,45000,0.101,40455.0,0.956,0.899,3.61
2025-03-09,Southern Africa,South Africa,Depot Charger 60kW,Fatou Ndiaye,Partner,Public Transport,1,25000,0.039,24025.0,0.932,0.896,3.49
2025-03-09,Southern Africa,Zambia,E-Bus 35,Lerato Moyo,Partner,Public Transport,1,210000,0.106,187740.0,0.93,0.92,3.88
